sound,brand,industry,ratings,having_finished_successfully,having_a_problem,process_ongoing,being_ready,having_news,being_empty,shutting_down,negative_warnings,urgency_reminder,encouraging_confirmations,starting_prompts,waiting_prompts,sophistication,positivity,progressiveness,dominance,solidity,purity,playfulness,1,2,3,4,5,6,7,8,9,10,11,12,18,23,17,22,15,21,14,19,24,16,20,13
/40/7.mp3,Applehomepod,Home,"[-0.20934916647726787, 0.049861078678556714, 0.01301228897506923, -0.6140926176344237, -0.3803589205723532, -0.07152531335131773, -0.1752584209436967, 0.03838695836459283, 0.0825761918400929, -0.5521677749355296, -0.08658988910689247, 0.10970306059956436, -0.2815295074133165, -0.32063530207362945, 0.13655732647702612, -0.006285811744590641, 0.09382907689872422, 0.03747585151594679, -0.06672792370833203]",-0.209349166,0.049861079,0.013012289,-0.614092618,-0.380358921,-0.071525313,-0.175258421,0.038386958,0.082576192,-0.552167775,-0.086589889,0.109703061,-0.281529507,-0.320635302,0.136557326,-0.006285812,0.093829077,0.037475852,-0.066727924,16.0,49.0,14.0,67,50,12.0,50.0,0,91.0,50,35,18.0,0.0,4.0,2.0,0.0,19.0,76.0,12.0,50.0,7.0,61.0,0.0,20.0
/6/1.mp3,Huawei,Os,"[0.6058557724800513, 0.08438302882449977, 0.18327941370721845, 0.5088384351173278, 0.49176018178913883, 0.24296402797078964, 0.15388473120770918, 0.18607263131687057, 0.41641199031454335, 0.6564160149435125, 0.534550962347049, 0.321777748772182, -0.2057309606441069, 0.4231110326849563, 0.04247472974435551, -0.053495917194940956, 0.3207736059744897, 0.3497348119015744, 0.048745709439474316]",0.605855772,0.084383029,0.183279414,0.508838435,0.491760182,0.242964028,0.153884731,0.186072631,0.41641199,0.656416015,0.534550962,0.321777749,-0.205730961,0.423111033,0.04247473,-0.053495917,0.320773606,0.349734812,0.048745709,29.0,49.0,67.0,70,50,53.0,64.0,78,26.0,50,39,67.0,27.0,37.0,50.0,50.0,2.0,3.0,79.0,68.0,1.0,35.0,51.0,37.0
/6/2.mp3,Microsoft,Os,"[0.07247751591057061, 0.13425714985006, 0.11896426024955731, 0.10412579831009738, -0.023779999847385547, 0.1768542846058141, 0.3130175951220535, -0.24834427083165322, -0.10095323098093945, 0.08354394355340045, 0.3489781990187315, 0.25446294533076075, 0.18182741890823562, 0.1294044844788378, 0.26651563195581796, 0.3408020489669068, 0.16190707420066497, 0.04496985978316381, 0.19500675768933817]",0.072477516,0.13425715,0.11896426,0.104125798,-0.02378,0.176854285,0.313017595,-0.248344271,-0.100953231,0.083543944,0.348978199,0.254462945,0.181827419,0.129404484,0.266515632,0.340802049,0.161907074,0.04496986,0.195006758,63.0,51.0,71.0,73,50,28.0,73.0,99,50.0,65,11,17.0,20.0,55.0,57.0,60.0,12.0,10.0,52.0,70.0,1.0,68.0,5.0,16.0
/6/3.mp3,Skoda,Mobility,"[-0.0259952588607808, 0.6653366478042613, 0.28831136520967404, 0.07871854809177048, 0.08484003692459607, 0.42849780132738413, 0.45764230935457695, 0.5354896186459013, 0.36099595662192807, 0.19601738544253577, 0.19433073094288988, 0.35381393148511786, 0.2728970470016263, 0.04294479640729598, 0.22043196154089717, 0.363948033930088, 0.23635147868410677, 0.3558057022445318, 0.3705006030202853]",-0.025995259,0.665336648,0.288311365,0.078718548,0.084840037,0.428497801,0.457642309,0.535489619,0.360995957,0.196017385,0.194330731,0.353813931,0.272897047,0.042944796,0.220431962,0.363948034,0.236351479,0.355805702,0.370500603,30.0,63.0,60.0,84,50,31.0,58.0,24,50.0,51,73,16.0,39.0,73.0,50.0,20.0,2.0,3.0,70.0,57.0,1.0,35.0,71.0,36.0
/6/4.mp3,Sil,Future,"[0.30034999606505375, -0.319432980683923, 0.14907427138552287, 0.3923514068301215, 0.20544206029383738, -0.22934179868618843, 0.08357228226685187, -0.31986017266717526, 0.2228081524490133, 0.19601738544253577, 0.28183379825597354, 0.13930039790539173, 0.6479892739769222, 0.6150214298476384, 0.5859766650701925, 0.2609363218030356, 0.35008182745167615, 0.24008346451683282, 0.5745231118045737]",0.300349996,-0.319432981,0.149074271,0.392351407,0.20544206,-0.229341799,0.083572282,-0.319860173,0.222808152,0.196017385,0.281833798,0.139300398,0.647989274,0.61502143,0.585976665,0.260936322,0.350081827,0.240083465,0.574523112,65.0,57.0,63.0,70,50,75.0,50.0,36,70.0,85,78,65.0,14.0,71.0,50.0,70.0,2.0,50.0,27.0,50.0,1.0,66.0,35.0,30.0
/6/5.mp3,Bose,Home,"[-0.010529612762159135, -0.2147506231690679, -0.034006176638239016, 0.4293756338815584, 0.26956340355354813, -0.146358495374589, 0.38051431252387746, 0.16269049805391766, 0.090009897135644, 0.19601738544253577, 0.1610637770305987, 0.20531980176002107, 0.49945145387628065, 0.172513526663425, 0.4938962130717446, 0.4212204113196931, 0.30332099376346755, -0.037062818784213136, 0.37460450719760896]",-0.010529613,-0.214750623,-0.034006177,0.429375634,0.269563404,-0.146358495,0.380514313,0.162690498,0.090009897,0.196017385,0.161063777,0.205319802,0.499451454,0.172513527,0.493896213,0.421220411,0.303320994,-0.037062819,0.374604507,74.0,36.0,64.0,71,50,63.0,60.0,88,50.0,73,15,18.0,14.0,22.0,50.0,11.0,3.0,50.0,12.0,54.0,1.0,14.0,33.0,63.0
/6/6.mp3,Nintendo,Consumer,"[0.4673002950523035, -0.12493207010874974, 0.2532254993619538, 0.541208247085907, 0.48279183807888093, -0.3632785531981807, 0.19030593656875094, -0.2963576314708526, 0.22129541868655633, 0.2097489844957321, 0.33462013485189, -0.17942830821968248, 0.5881079933248432, 0.5632102194380963, 0.5325315543651652, 0.2819758107441872, 0.43571484943972316, 0.23641687066302053, 0.45732896212537555]",0.467300295,-0.12493207,0.253225499,0.541208247,0.482791838,-0.363278553,0.190305937,-0.296357631,0.221295419,0.209748984,0.334620135,-0.179428308,0.588107993,0.563210219,0.532531554,0.281975811,0.435714849,0.236416871,0.457328962,78.0,64.0,86.0,80,50,14.0,56.0,71,50.0,73,70,78.0,0.0,77.0,50.0,36.0,5.0,50.0,7.0,56.0,0.0,64.0,65.0,27.0
/6/7.mp3,Tiktok,Apps,"[0.08728255667381801, 0.24392330857542954, 0.2390384805417458, 0.10554426394835548, 0.04116028208222433, 0.21908173963172461, 0.47437470411418503, 0.3692310249490556, 0.17021471650869513, 0.2276374941565129, 0.1610637770305987, 0.2753863178967162, 0.3157791828181764, 0.1758949803057901, 0.2629259526222989, 0.3650439055612109, 0.3794979928644009, 0.17991791378588373, 0.24038415488293374]",0.087282557,0.243923309,0.239038481,0.105544264,0.041160282,0.21908174,0.474374704,0.369231025,0.170214717,0.227637494,0.161063777,0.275386318,0.315779183,0.17589498,0.262925953,0.365043906,0.379497993,0.179917914,0.240384155,65.0,59.0,60.0,72,50,17.0,65.0,52,50.0,72,57,22.0,10.0,76.0,50.0,86.0,2.0,50.0,50.0,53.0,0.0,100.0,99.0,74.0
/22/1.mp3,Puritanbennett980ventilator,Health,"[-0.11418223651372139, 0.09546361790894853, -0.018071796596317302, -0.006870532036291843, 0.12894424701883755, -2.7400212177175476e-05, -0.06210691366710164, -0.18178924538553876, 0.026801714115475272, 0.19601738544253577, 0.1610637770305987, -0.06222230251850924, -0.01692233711737756, 0.18524611716277262, -0.15538592182727928, 0.005570260314402553, -0.15891346621202196, -0.2552263298412053, 0.01576478268642645]",-0.114182237,0.095463618,-0.018071797,-0.006870532,0.128944247,-2.74e-05,-0.062106914,-0.181789245,0.026801714,0.196017385,0.161063777,-0.062222303,-0.016922337,0.185246117,-0.155385922,0.00557026,-0.158913466,-0.25522633,0.015764783,49.0,19.0,19.0,40,25,65.0,33.0,50,49.0,27,49,29.0,92.0,47.0,0.0,0.0,2.0,75.0,20.0,78.0,32.0,11.0,52.0,56.0
/22/2.mp3,Skype,Apps,"[0.17108278217207284, 0.05564930297796078, 0.1046070869156015, 0.14313366134629635, 0.3770911606888425, 0.41260595543791734, 0.22733942631755966, -0.025042345459271198, 0.27403330813930116, 0.21036827009203107, 0.13475573788028994, 0.05923622818191543, -0.3736200885452662, 0.09595708876172648, 0.13394049068726277, -0.23799981330842812, 0.07023343411930982, 0.03221944158636436, -0.2711779423719053]",0.171082782,0.055649303,0.104607087,0.143133661,0.377091161,0.412605955,0.227339426,-0.025042345,0.274033308,0.21036827,0.134755738,0.059236228,-0.373620089,0.095957089,0.133940491,-0.237999813,0.070233434,0.032219442,-0.271177942,55.0,61.0,19.0,76,50,22.0,75.0,63,31.0,50,36,31.0,0.0,16.0,25.0,5.0,6.0,25.0,20.0,81.0,22.0,69.0,100.0,68.0
/22/3.mp3,Applehomepod,Home,"[0.19744956556183135, 0.28407081144361457, 0.16676324396519893, 0.2898906199642679, 0.2706434136475018, 0.0933949997589516, 0.2642196875845251, -0.10773835451954905, 0.090009897135644, 0.0116287060791751, 0.1610637770305987, -0.08858034803547266, 0.11827206921158462, 0.16306936727562116, 0.2168334173292581, -0.23404517310691597, 0.13473929953636565, 0.07859642422570956, -0.16023433202161919]",0.197449566,0.284070811,0.166763244,0.28989062,0.270643414,0.093395,0.264219688,-0.107738355,0.090009897,0.011628706,0.161063777,-0.088580348,0.118272069,0.163069367,0.216833417,-0.234045173,0.1347393,0.078596424,-0.160234332,40.0,37.0,80.0,39,77,50.0,77.0,100,29.0,50,34,20.0,60.0,31.0,27.0,0.0,50.0,20.0,29.0,86.0,8.0,98.0,100.0,60.0
/22/4.mp3,Sil,Future,"[-0.1300038288418246, 0.22927329727620105, 0.05811227394799734, 0.00452368881152676, -0.12406749632433889, 0.21418314357966461, 0.18381495925050007, -0.013435470520899662, 0.0762572356014084, -0.007691417912948584, -0.09782988374760726, -0.17345897169377755, 0.15457085426270023, -0.22292647211486383, -0.010706317414439503, -0.2691092084246991, -0.3274421346867895, -0.09341712557833814, 0.2890810889038904]",-0.130003829,0.229273297,0.058112274,0.004523689,-0.124067496,0.214183144,0.183814959,-0.013435471,0.076257236,-0.007691418,-0.097829884,-0.173458972,0.154570854,-0.222926472,-0.010706317,-0.269109208,-0.327442135,-0.093417126,0.289081089,50.0,33.0,50.0,62,27,15.0,73.0,0,33.0,50,34,32.0,20.0,5.0,27.0,0.0,50.0,15.0,66.0,81.0,12.0,50.0,0.0,50.0
/22/5.mp3,Applehomepod,Home,"[-0.010529612762159135, 0.008014553620829812, 0.1742247976286293, 0.18605750233721663, 0.197919424589988, 0.21983126791563756, 0.3836414573382263, -0.020102154099544856, 0.090009897135644, 0.19601738544253577, 0.1610637770305987, -0.21481849824698596, 0.25921652866108813, 0.1300062580137007, 0.26787089257939267, -0.2211840747558429, 0.11398609170589058, -0.022631629483811255, -0.001578989673741149]",-0.010529613,0.008014554,0.174224798,0.186057502,0.197919425,0.219831268,0.383641457,-0.020102154,0.090009897,0.196017385,0.161063777,-0.214818498,0.259216529,0.130006258,0.267870893,-0.221184075,0.113986092,-0.022631629,-0.00157899,59.0,66.0,50.0,93,25,36.0,75.0,50,27.0,25,33,50.0,62.0,26.0,27.0,0.0,50.0,9.0,64.0,88.0,19.0,72.0,50.0,42.0
/22/6.mp3,Db,Mobility,"[0.15558885309912096, 0.2450428067804551, 0.23033757369704966, 0.0668353293630104, 0.028493916638504313, 0.21983126791563756, 0.19030593656875094, 0.20795145937263748, -0.1242286250156357, 0.19601738544253577, 0.1610637770305987, 0.05445773762084771, -0.08405176275269921, 0.07222921668078985, -0.14664359514385705, -0.40807413670101733, -0.03282207319709973, -0.033564578192089134, -0.22826437053404858]",0.155588853,0.245042807,0.230337574,0.066835329,0.028493917,0.219831268,0.190305937,0.207951459,-0.124228625,0.196017385,0.161063777,0.054457738,-0.084051763,0.072229217,-0.146643595,-0.408074137,-0.032822073,-0.033564578,-0.228264371,65.0,32.0,76.0,43,16,61.0,70.0,50,30.0,35,36,45.0,66.0,23.0,26.0,0.0,23.0,7.0,62.0,82.0,34.0,66.0,50.0,74.0
/22/7.mp3,Nikola,Mobility,"[0.04271868459267192, 0.5414648529575814, 0.23033757369704966, -0.20906540808376228, -0.022508949458591387, 0.21983126791563756, 0.3037552334448803, 0.18067803013608885, -0.11601626819346389, -0.09814286931228888, -0.1110224685645832, 0.15885243879375444, -0.15849800489042476, -0.19467552599277915, -0.30149717243960017, -0.26382857816402083, -0.011191683063089708, 0.008245865257255236, -0.0917743563955683]",0.042718685,0.541464853,0.230337574,-0.209065408,-0.022508949,0.219831268,0.303755233,0.18067803,-0.116016268,-0.098142869,-0.111022469,0.158852439,-0.158498005,-0.194675526,-0.301497172,-0.263828578,-0.011191683,0.008245865,-0.091774356,43.0,31.0,33.0,85,50,15.0,74.0,50,64.0,26,30,43.0,12.0,23.0,50.0,0.0,10.0,26.0,87.0,75.0,33.0,64.0,50.0,43.0
/21/1.mp3,Xbox,Consumer,"[0.13998329702434686, 0.1096235057005408, 0.2584128864748545, 0.20263132980910137, 0.4098041932947809, -0.06458805171697724, 0.02207687927068358, -0.09464006397269897, 0.26461187415475407, 0.3667794721830817, 0.278541590868326, 0.028017684970415457, -0.01495831398764913, 0.22016622264644492, 0.20875673829811792, 0.14540202739475672, 0.2744383257462577, 0.3297715542482367, 0.023976861780119707]",0.139983297,0.109623506,0.258412886,0.20263133,0.409804193,-0.064588052,0.022076879,-0.094640064,0.264611874,0.366779472,0.278541591,0.028017685,-0.014958314,0.220166223,0.208756738,0.145402027,0.274438326,0.329771554,0.023976862,80.0,43.0,50.0,55,58,40.0,100.0,83,81.0,83,50,58.0,30.0,60.0,23.0,22.0,49.0,71.0,14.0,100.0,55.0,86.0,58.0,10.0
/21/2.mp3,Ford,Mobility,"[-0.1969584432511845, 0.1465404666788781, 0.12653208682867567, -0.07882360118192455, -0.17243293703990958, 0.24112170354454276, 0.33506720804571866, 0.33045315949654963, -0.03323050127803451, -0.13503980465244037, -0.08118026673271084, 0.1989668027186715, -0.3396498791345809, -0.4365571907015846, -0.18188969738541172, 0.42516758470792126, -0.15826326870185548, -0.2900454708504072, -0.15105287522357336]",-0.196958443,0.146540467,0.126532087,-0.078823601,-0.172432937,0.241121704,0.335067208,0.330453159,-0.033230501,-0.135039805,-0.081180267,0.198966803,-0.339649879,-0.436557191,-0.181889697,0.425167585,-0.158263269,-0.290045471,-0.151052875,0.0,29.0,58.0,17,36,14.0,32.0,72,72.0,74,62,29.0,61.0,50.0,11.0,15.0,0.0,10.0,0.0,86.0,22.0,6.0,71.0,0.0
/21/3.mp3,Apple,Consumer,"[0.26686778917014653, -0.08937832038357785, 0.21623248096982506, 0.18955211187431886, 0.18454924327986943, -0.24371170936132647, -0.34741895536843614, -0.098958285533161, 0.20110432578163784, 0.30397886027994603, 0.24083601114033049, 0.2647753833013369, -0.0370301954718818, 0.4508951335649334, 0.11340615005802501, 0.11060233351629423, 0.2215024664862899, 0.1577935034827156, -0.0044683044117178605]",0.266867789,-0.08937832,0.216232481,0.189552112,0.184549243,-0.243711709,-0.347418955,-0.098958286,0.201104326,0.30397886,0.240836011,0.264775383,-0.037030195,0.450895134,0.11340615,0.110602334,0.221502466,0.157793503,-0.004468304,71.0,66.0,44.0,59,52,64.0,50.0,50,50.0,60,25,48.0,53.0,31.0,54.0,39.0,0.0,51.0,0.0,88.0,57.0,84.0,50.0,0.0
/21/4.mp3,Steam,Apps,"[0.2972604163071204, 0.19986025926941142, 0.1548441272100778, 0.1757907043301432, 0.19893212371606528, 0.2578048276788234, 0.2394479962960041, 0.3200591114868052, 0.26735924467426364, 0.3596136548352462, 0.19593137322946874, 0.2467216318320553, -0.0855662920754795, 0.09001544503217129, 0.18199824774425832, 0.12117541305564283, 0.1634864866344019, 0.10705542696846515, -0.06501870492458306]",0.297260416,0.199860259,0.154844127,0.175790704,0.198932124,0.257804828,0.239447996,0.320059111,0.267359245,0.359613655,0.195931373,0.246721632,-0.085566292,0.090015445,0.181998248,0.121175413,0.163486487,0.107055427,-0.065018705,35.0,50.0,77.0,63,59,22.0,91.0,50,65.0,63,50,56.0,50.0,14.0,67.0,21.0,0.0,16.0,27.0,74.0,72.0,35.0,50.0,27.0
/21/5.mp3,Olympus,Health,"[0.3059299416172854, -0.2274131549652033, -0.037263939303633364, 0.2830784738837109, 0.12023423569917568, 0.005841673233488054, 0.20728930038790572, -0.10980476325601007, -0.2397759020341832, 0.21233654458210882, 0.1491587612082228, -0.15626792318004024, 0.1397268039468551, 0.21320500144370347, 0.166086495663617, 0.05884496345429202, 0.09706603735705843, 0.025149658812489317, 0.07766262816209601]",0.305929942,-0.227413155,-0.037263939,0.283078474,0.120234236,0.005841673,0.2072893,-0.109804763,-0.239775902,0.212336545,0.149158761,-0.156267923,0.139726804,0.213205001,0.166086496,0.058844963,0.097066037,0.025149659,0.077662628,90.0,74.0,0.0,22,73,42.0,50.0,70,57.0,82,50,53.0,71.0,94.0,44.0,13.0,0.0,17.0,100.0,70.0,76.0,54.0,78.0,14.0
/21/6.mp3,Bose,Home,"[-0.16155000912542938, 0.29037171828001984, 0.18758342737622358, -0.12320540600068408, -0.07530865914675056, 0.21755307266232693, 0.1962419724856861, 0.1806482928607327, 0.09879723227291426, 0.13705611935496154, 0.07716222603627387, 0.18810603572684492, 0.06152414542191931, -0.02686946025941972, 0.17726808187346021, 0.27298423114809145, 0.10112527743482969, -0.1481899665003198, 0.1758817121864742]",-0.161550009,0.290371718,0.187583427,-0.123205406,-0.075308659,0.217553073,0.196241972,0.180648293,0.098797232,0.137056119,0.077162226,0.188106036,0.061524145,-0.02686946,0.177268082,0.272984231,0.101125277,-0.148189967,0.175881712,79.0,50.0,0.0,4,44,50.0,90.0,68,47.0,66,35,61.0,22.0,14.0,6.0,8.0,0.0,12.0,47.0,76.0,43.0,14.0,50.0,25.0
/21/7.mp3,Apple,Os,"[0.21590391781853802, -0.029235106751772544, 0.07117896698212167, 0.12775103276179034, 0.21415505477992203, 0.20944815637974035, 0.29580022547228624, 0.0008778068351400492, 0.18732982823370015, 0.30805366834093517, 0.2852014752353169, 0.14810644210676638, 0.3152042767636123, 0.3345339993063394, 0.25763823872406166, 0.2618315549392205, 0.1435859641770194, 0.056607793545949026, 0.2911681865175171]",0.215903918,-0.029235107,0.071178967,0.127751033,0.214155055,0.209448156,0.295800225,0.000877807,0.187329828,0.308053668,0.285201475,0.148106442,0.315204277,0.334533999,0.257638239,0.261831555,0.143585964,0.056607794,0.291168187,100.0,62.0,66.0,84,68,65.0,73.0,72,59.0,75,50,52.0,58.0,26.0,65.0,30.0,0.0,18.0,100.0,87.0,37.0,99.0,92.0,100.0
/38/1.mp3,Vierra,Health,"[-0.17925170139279434, 0.09339304835657392, 0.03722320189627637, -0.20578541312717646, -0.1421759888201981, 0.22020391748434265, 0.06965591230342638, -0.08875091705364868, 0.144220718018238, 0.11353544849329844, 0.03644370107055295, 0.05667326883313595, -0.264229509480189, -0.058558481642675964, 0.11956941906781204, 0.2038834495313402, 0.033879236474150254, -0.17594810886158374, -0.22053931433451113]",-0.179251701,0.093393048,0.037223202,-0.205785413,-0.142175989,0.220203917,0.069655912,-0.088750917,0.144220718,0.113535448,0.036443701,0.056673269,-0.264229509,-0.058558482,0.119569419,0.20388345,0.033879236,-0.175948109,-0.220539314,56.0,50.0,79.0,50,0,26.0,72.0,86,30.0,90,45,50.0,1.0,0.0,0.0,25.0,39.0,1.0,0.0,16.0,50.0,18.0,1.0,0.0
/38/2.mp3,Alexa,Home,"[0.19026866126491848, -0.2520633092943373, 0.03878033272570236, 0.42654913513500325, 0.10726567210074855, -0.04849557630040735, 0.25080702092868257, -0.4100152242783356, 0.0021144943307085384, 0.09278037657604643, 0.30982485437735297, -0.19053265105878137, 0.11090797556055887, 0.33379655376787754, 0.17106204431954142, -0.1202272656258282, 0.4407158161046496, 0.39414875653301507, -0.011777045564538624]",0.190268661,-0.252063309,0.038780333,0.426549135,0.107265672,-0.048495576,0.250807021,-0.410015224,0.002114494,0.092780377,0.309824854,-0.190532651,0.110907976,0.333796554,0.171062044,-0.120227266,0.440715816,0.394148757,-0.011777046,81.0,100.0,78.0,70,34,50.0,38.0,31,50.0,60,56,50.0,1.0,30.0,0.0,70.0,59.0,0.0,25.0,36.0,50.0,68.0,1.0,38.0
/38/3.mp3,Apple,Os,"[-0.11394946759039126, -0.3664022150318942, -0.49867020630471426, -0.30910459086179487, 0.045255346602243174, -0.5317069555779731, -0.42215922260411387, -0.22117411339857818, -0.029922469294592968, -0.3127490149297075, -0.3055311568159521, -0.05081234934442502, -0.4047724006533304, -0.5167515398692767, -0.2637546940734582, -0.2740047122596271, -0.03363427787090889, 0.13064100410131152, -0.4187075554602723]",-0.113949468,-0.366402215,-0.498670206,-0.309104591,0.045255347,-0.531706956,-0.422159223,-0.221174113,-0.029922469,-0.312749015,-0.305531157,-0.050812349,-0.404772401,-0.51675154,-0.263754694,-0.274004712,-0.033634278,0.130641004,-0.418707555,22.0,100.0,73.0,55,20,27.0,78.0,21,0.0,40,48,50.0,1.0,64.0,41.0,56.0,70.0,0.0,0.0,61.0,50.0,53.0,1.0,85.0
/38/4.mp3,Apple,Consumer,"[0.27037810142287166, -0.19529868931440375, -0.20185721065147133, 0.06485776925245568, 0.38682284770633957, -0.12876041319789833, 0.20186905290411405, -0.0545939665766666, 0.36107138770390423, 0.010258893554848436, 0.002534964940140272, 0.12707134840440037, -0.2226228844326955, 0.31255899704570544, 0.21972920215860925, -0.2456728161238303, 0.23749895280253974, 0.4165749558872307, -0.25471673196245803]",0.270378101,-0.195298689,-0.201857211,0.064857769,0.386822848,-0.128760413,0.201869053,-0.054593967,0.361071388,0.010258894,0.002534965,0.127071348,-0.222622884,0.312558997,0.219729202,-0.245672816,0.237498953,0.416574956,-0.254716732,14.0,100.0,75.0,51,50,27.0,65.0,27,45.0,40,46,56.0,1.0,63.0,0.0,97.0,78.0,55.0,100.0,77.0,22.0,34.0,4.0,86.0
/38/5.mp3,Apple,Consumer,"[0.2842553211591847, -0.06463391357293569, -0.021469694105285098, 0.239308427071794, 0.3646351334942006, -0.05989547821018615, -0.07980298772125394, 0.1416205256574392, 0.30280974524354476, 0.10695664062282706, -0.035687324860930736, -0.08804953211917954, -0.261754681180553, 0.11569255995861694, -0.15597045067472526, -0.4608677698842002, 0.13616248857067692, 0.25018898527982203, -0.3551865284366199]",0.284255321,-0.064633914,-0.021469694,0.239308427,0.364635133,-0.059895478,-0.079802988,0.141620526,0.302809745,0.106956641,-0.035687325,-0.088049532,-0.261754681,0.11569256,-0.155970451,-0.46086777,0.136162489,0.250188985,-0.355186528,83.0,100.0,63.0,54,24,27.0,50.0,33,19.0,84,42,56.0,1.0,55.0,1.0,30.0,74.0,28.0,100.0,50.0,46.0,30.0,0.0,94.0
/38/6.mp3,Sil,Future,"[0.014372827683478917, 0.30373072530331413, 0.1853238048572461, 0.24869032362751176, -0.1402356732174208, 0.4006642910558229, 0.37542641211397476, -0.3362379606986995, -0.016863273376458654, -0.2870755730720056, 0.04735512895800964, 0.0880793323690161, -0.28436082983870836, 0.19926964422242444, 0.1706121307752182, -0.1080781377343526, 0.13050434325390126, 0.13746930795260237, -0.21536088542039644]",0.014372828,0.303730725,0.185323805,0.248690324,-0.140235673,0.400664291,0.375426412,-0.336237961,-0.016863273,-0.287075573,0.047355129,0.088079332,-0.28436083,0.199269644,0.170612131,-0.108078138,0.130504343,0.137469308,-0.215360885,19.0,100.0,65.0,74,8,27.0,71.0,17,53.0,63,69,50.0,1.0,21.0,0.0,85.0,76.0,0.0,0.0,55.0,50.0,76.0,0.0,83.0
/38/7.mp3,Ecobee,Home,"[0.38487200579153824, -0.3501584323035295, 0.06138814042461482, 0.5265700796143882, 0.24486172169181608, 0.21365067656743952, 0.385283151573629, -0.31804547572693553, 0.12309003422177023, 0.46150748870610125, 0.35335378969662457, -0.16179554227612536, 0.15607456675275033, 0.5466519723869292, 0.1357890150927752, -0.24555319669122444, 0.18767292774735722, 0.0299199677882378, -0.28013102941190904]",0.384872006,-0.350158432,0.06138814,0.52657008,0.244861722,0.213650677,0.385283152,-0.318045476,0.123090034,0.461507489,0.35335379,-0.161795542,0.156074567,0.546651972,0.135789015,-0.245553197,0.187672928,0.029919968,-0.280131029,67.0,100.0,57.0,54,70,27.0,50.0,34,35.0,85,50,50.0,1.0,53.0,0.0,75.0,59.0,0.0,0.0,50.0,41.0,57.0,0.0,82.0
/72/1.mp3,Snapchat,Apps,"[0.057715887353149586, -0.199928609745205, 0.2519697854411367, 0.1444640462710094, 0.09959803342135887, 0.09770091555391658, 0.20802120296244486, -0.21859834721846927, 0.24197237309605413, 0.35100612809495857, 0.33973160644219735, -0.02256956383510189, 0.2756861995049058, 0.16586754257815572, 0.2666825791551555, 0.213992723520269, 0.27435348697391637, 0.16330307840201708, 0.32072543447937063]",0.057715887,-0.19992861,0.251969785,0.144464046,0.099598033,0.097700916,0.208021203,-0.218598347,0.241972373,0.351006128,0.339731606,-0.022569564,0.2756862,0.165867543,0.266682579,0.213992724,0.274353487,0.163303078,0.320725434,76.0,73.0,75.0,68,80,66.0,78.0,60,,54,34,24.0,62.0,0.0,30.0,37.0,50.0,,85.0,82.0,0.0,74.0,73.0,86.0
/72/2.mp3,Samsung,Apps,"[0.15899964554781, 0.16088608215578115, 0.25819845283971965, 0.054892853287850985, 0.1290123864952859, 0.24345589769167253, 0.22220276497328695, 0.2480550761916016, 0.14922572658536826, -0.10159130591941401, 0.20436950834385637, 0.1640505379552608, 0.3047205477722754, 0.1664255690270593, 0.31489230831398185, 0.33813417358344733, 0.15815730329720545, 0.11163740044649684, 0.3833554256385425]",0.158999646,0.160886082,0.258198453,0.054892853,0.129012386,0.243455898,0.222202765,0.248055076,0.149225727,-0.101591306,0.204369508,0.164050538,0.304720548,0.166425569,0.314892308,0.338134174,0.158157303,0.1116374,0.383355426,73.0,50.0,39.0,22,77,50.0,88.0,54,,27,38,57.0,50.0,39.0,29.0,21.0,30.0,,96.0,84.0,67.0,19.0,61.0,50.0
/72/3.mp3,Volvo,Mobility,"[0.19706449625585432, 0.06599830289065878, 0.2642323151762216, 0.4952595899402308, 0.2081079820442453, 0.18060344466937228, 0.19312812523522926, -0.41131846173018727, 0.19943174020297416, 0.4948880028074245, 0.6023725436477241, 0.18077855253151465, 0.43017112422304793, 0.2367722138695798, 0.33442072778108267, 0.1724445483882815, 0.24206194605573272, 0.05455422262781928, 0.4515520617149418]",0.197064496,0.065998303,0.264232315,0.49525959,0.208107982,0.180603445,0.193128125,-0.411318462,0.19943174,0.494888003,0.602372544,0.180778553,0.430171124,0.236772214,0.334420728,0.172444548,0.242061946,0.054554223,0.451552062,74.0,100.0,81.0,74,92,78.0,85.0,56,,66,43,61.0,20.0,50.0,17.0,62.0,63.0,,88.0,80.0,0.0,2.0,64.0,77.0
/72/4.mp3,Simplehuman,Home,"[-0.003385452452529636, 0.40836016233944195, 0.3233662202909495, 0.016047823292115293, 0.18011027542423452, 0.27398551959467077, 0.246772227471856, 0.29093076328155654, 0.14843739175646342, -0.12701359032256443, -0.06599950995620352, 0.4766362367941699, 0.2801995993261259, 0.06655416980779538, 0.2735566122112063, 0.26684320357176206, 0.19802086272799957, 0.3064067019262706, 0.35262634327847064]",-0.003385452,0.408360162,0.32336622,0.016047823,0.180110275,0.27398552,0.246772227,0.290930763,0.148437392,-0.12701359,-0.06599951,0.476636237,0.280199599,0.06655417,0.273556612,0.266843204,0.198020863,0.306406702,0.352626343,50.0,86.0,19.0,12,67,37.0,50.0,54,,19,28,30.0,25.0,42.0,46.0,8.0,50.0,,84.0,50.0,69.0,1.0,57.0,82.0
